M 19	-inf	-6.741	-7.819	-9.404	-9.677	-8.550	-8.437	-5.342	-3.601	-7.274	-7.150	-8.880	-6.912	-2.507	-1.521	-1.482	
I 19	-inf	-10.865	-12.366	-12.286	-12.425	-10.501	-9.224	-6.604	-10.350	-9.507	-9.362	-6.136	-3.072	-3.405	-0.425	-inf	
D 19	-inf	-inf	-11.653	-11.975	-12.707	-13.328	-13.098	-12.947	-10.228	-8.446	-9.341	-10.139	-11.028	-11.207	-7.410	-6.298	

M 20	-inf	-8.705	-7.813	-8.211	-9.817	-8.548	-8.373	-7.493	-6.230	-3.529	-7.911	-8.078	-7.130	-1.498	-2.237	-2.112	
I 20	-inf	-10.530	-11.729	-12.598	-12.784	-11.066	-9.927	-7.267	-7.756	-10.012	-9.873	-6.907	-3.843	-4.100	-1.186	-inf	
D 20	-inf	-inf	-13.617	-12.578	-12.614	-13.296	-13.086	-12.900	-12.195	-11.016	-8.412	-9.336	-10.226	-10.829	-6.406	-6.556	

M 21	-inf	-10.518	-7.312	-8.767	-7.940	-9.831	-8.416	-9.326	-8.366	-7.222	-3.712	-6.520	-8.609	-5.865	-2.613	1.309	
I 21	-inf	-11.117	-11.528	-12.079	-13.063	-11.497	-10.555	-8.013	-8.388	-7.673	-10.435	-7.669	-4.615	-4.506	-1.948	-inf	
D 21	-inf	-inf	-15.430	-12.209	-12.696	-12.481	-13.196	-12.964	-13.373	-12.978	-11.980	-8.610	-9.422	-10.335	-10.308	-7.501	

/

###### SPECIAL STATES #####
XSPECIAL
N	0.000	-0.020	-0.040	-0.059	-0.079	-0.099	-0.119	-0.139	-0.158	-0.178	-0.198	-0.218	-0.238	-0.257	-0.277	-0.297	-0.317	-0.337	-0.356	-0.376	-0.396	-0.416	
J	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	
E	-inf	-5.567	-6.406	-6.402	-5.653	-3.437	-0.519	1.782	0.670	0.724	0.566	3.407	5.758	4.417	6.854	9.440	4.787	1.184	-0.024	-0.567	-0.714	1.337	
C	-inf	-5.567	-5.222	-4.969	-4.574	-3.164	-0.451	1.882	2.127	2.331	2.473	3.733	5.880	6.072	7.225	9.542	9.531	9.511	9.491	9.472	9.452	9.432	
B	-3.932	-3.952	-3.971	-3.991	-4.011	-4.031	-4.051	-4.070	-4.090	-4.110	-4.130	-4.150	-4.169	-4.189	-4.209	-4.229	-4.249	-4.268	-4.288	-4.308	-4.328	-4.348	
/
